baseline loss	LossBeforeUpdate	LossAfterUpdate	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
514.251	-0.00791311	-0.32633	0.660376787185669	0	15.3636363636	8.90460616868	47.0	4.0	15.3636363636	8.90460616868	1014	1014
674.54	0.0134158	-0.0765785	0.9836828708648682	1	29.7941176471	10.9054207022	59.0	13.0	29.7941176471	10.9054207022	1013	2027
581.323	-0.00723277	-0.147047	1.2525262832641602	2	57.1666666667	15.8017228315	102.0	34.0	57.1666666667	15.8017228315	1029	3056
569.315	0.0127981	-0.141636	1.522540807723999	3	101.0	47.1402163763	203.0	53.0	101.0	47.1402163763	1010	4066
704.576	0.00626188	-0.0247742	1.8227245807647705	4	126.888888889	23.4020153189	170.0	90.0	126.888888889	23.4020153189	1142	5208
545.649	0.00466336	0.00238882	2.0978634357452393	5	74.7857142857	21.9453170124	128.0	34.0	74.7857142857	21.9453170124	1047	6255
709.016	0.000205154	-0.166614	2.3611085414886475	6	73.1428571429	20.8527392612	107.0	41.0	73.1428571429	20.8527392612	1024	7279
543.299	-0.00460561	-0.0461937	2.648366928100586	7	119.777777778	42.0311465933	188.0	56.0	119.777777778	42.0311465933	1078	8357
542.402	-0.00742694	-0.0459638	2.939368963241577	8	135.375	39.7490172834	210.0	89.0	135.375	39.7490172834	1083	9440
536.649	-0.0114524	-0.012385	3.2181620597839355	9	69.9333333333	15.5497767044	96.0	40.0	69.9333333333	15.5497767044	1049	10489
528.838	-0.0110799	-0.0293609	3.4878339767456055	10	61.2352941176	18.0408993247	105.0	40.0	61.2352941176	18.0408993247	1041	11530
574.291	-0.00359864	-0.0226134	3.7767679691314697	11	99.8181818182	22.5260180148	136.0	67.0	99.8181818182	22.5260180148	1098	12628
522.771	0.000262919	-0.0286195	4.069300413131714	12	168.5	78.2235045665	330.0	81.0	168.5	78.2235045665	1011	13639
512.026	-0.00851863	-0.031109	4.4109766483306885	13	296.5	100.02374718	445.0	201.0	296.5	100.02374718	1186	14825
370.896	-0.0148487	-0.0346971	4.767968654632568	14	385.0	68.151791368	476.0	312.0	385.0	68.151791368	1155	15980
334.621	-0.00718821	-0.0323751	5.096462249755859	15	137.125	30.3991673406	199.0	87.0	137.125	30.3991673406	1097	17077
388.128	0.0113313	0.00291455	5.374617099761963	16	114.333333333	32.107458462	188.0	77.0	114.333333333	32.107458462	1029	18106
744.119	-0.00575332	-0.0131964	5.659307479858398	17	117.222222222	31.2224199282	176.0	80.0	117.222222222	31.2224199282	1055	19161
1026.85	-0.00847466	-0.00809113	5.944732189178467	18	95.6363636364	16.9452204432	125.0	75.0	95.6363636364	16.9452204432	1052	20213
841.74	-0.00695639	-0.00788884	6.221832036972046	19	82.5384615385	15.2346537393	108.0	57.0	82.5384615385	15.2346537393	1073	21286
638.751	-0.00661835	-0.00731152	6.505521297454834	20	119.222222222	42.8713262832	226.0	86.0	119.222222222	42.8713262832	1073	22359
524.008	0.00661472	-0.00234081	6.772496938705444	21	101.4	25.7767336953	168.0	72.0	101.4	25.7767336953	1014	23373
456.482	-0.00315616	-0.00245809	7.045162200927734	22	125.25	34.6725756182	196.0	89.0	125.25	34.6725756182	1002	24375
520.403	0.0130761	0.00563183	7.311640739440918	23	143.0	39.9320852019	221.0	101.0	143.0	39.9320852019	1001	25376
607.288	0.00372516	0.00247967	7.612639904022217	24	161.285714286	43.1002627957	204.0	84.0	161.285714286	43.1002627957	1129	26505
906.0	-0.000377225	-0.0165248	7.876375198364258	25	100.5	17.3795857258	130.0	69.0	100.5	17.3795857258	1005	27510
953.722	-0.0196364	-0.0227888	8.152247190475464	26	102.6	19.7240969375	146.0	83.0	102.6	19.7240969375	1026	28536
910.564	-0.000178621	-0.000892177	8.437977313995361	27	90.5	18.2688259064	125.0	55.0	90.5	18.2688259064	1086	29622
713.206	0.00339718	-0.00710616	8.710648775100708	28	87.9166666667	12.4930536255	109.0	72.0	87.9166666667	12.4930536255	1055	30677
586.333	0.00167401	-0.0137325	9.014125347137451	29	92.0	15.0111069989	124.0	68.0	92.0	15.0111069989	1104	31781
478.971	0.019254	0.00929614	9.299203872680664	30	118.333333333	27.0760246549	169.0	88.0	118.333333333	27.0760246549	1065	32846
471.628	-0.00878456	-0.0184274	9.57249402999878	31	128.375	35.6122784303	192.0	88.0	128.375	35.6122784303	1027	33873
769.307	0.00701278	-0.0113254	9.853697538375854	32	116.888888889	17.6411415884	154.0	89.0	116.888888889	17.6411415884	1052	34925
888.321	0.00688086	-0.00566018	10.146346092224121	33	104.0	18.0443897098	135.0	76.0	104.0	18.0443897098	1040	35965
826.822	0.0066076	-0.00365279	10.435336112976074	34	111.2	19.5437969699	153.0	86.0	111.2	19.5437969699	1112	37077
880.429	0.00481142	-0.00830135	10.719966650009155	35	109.2	29.1128837459	165.0	69.0	109.2	29.1128837459	1092	38169
542.554	-0.0128559	-0.0106518	11.018265008926392	36	52.85	23.3629514403	96.0	16.0	52.85	23.3629514403	1057	39226
561.956	-0.0108993	-0.0496689	11.309476852416992	37	43.64	26.48	102.0	6.0	43.64	26.48	1091	40317
512.963	-0.0022842	-0.00575316	11.59125018119812	38	91.0	11.7968922461	108.0	65.0	91.0	11.7968922461	1092	41409
529.124	0.00908808	0.000398759	11.875916242599487	39	96.4545454545	22.3010951071	151.0	72.0	96.4545454545	22.3010951071	1061	42470
499.411	0.00120651	-0.000246984	12.136885166168213	40	84.5833333333	24.3017774841	126.0	57.0	84.5833333333	24.3017774841	1015	43485
534.86	0.00752669	-0.00202719	12.409029245376587	41	88.9166666667	31.8210054663	187.0	63.0	88.9166666667	31.8210054663	1067	44552
528.28	-0.000280496	-0.00752283	12.672017812728882	42	79.3076923077	17.0085255336	105.0	55.0	79.3076923077	17.0085255336	1031	45583
526.798	0.00760661	0.00646519	12.964385986328125	43	80.3076923077	15.1879740655	121.0	59.0	80.3076923077	15.1879740655	1044	46627
512.09	0.00458791	0.000355425	13.241607189178467	44	84.75	20.4822077261	118.0	53.0	84.75	20.4822077261	1017	47644
524.161	-0.00572966	-0.00888667	13.51667857170105	45	81.6153846154	18.8211765411	129.0	54.0	81.6153846154	18.8211765411	1061	48705
534.986	-0.00872694	-0.0197106	13.792295694351196	46	88.1666666667	19.5739339145	131.0	68.0	88.1666666667	19.5739339145	1058	49763
494.57	-0.000920422	-0.0479011	14.05940866470337	47	84.0833333333	11.0488184386	108.0	65.0	84.0833333333	11.0488184386	1009	50772
495.142	0.000780955	-0.0336723	14.337414979934692	48	81.5384615385	13.9262639786	109.0	59.0	81.5384615385	13.9262639786	1060	51832
441.057	-0.00150398	-0.00576497	14.60010838508606	49	100.4	20.2395652127	145.0	76.0	100.4	20.2395652127	1004	52836
451.165	-0.00509476	-0.027304	14.880953550338745	50	95.7272727273	8.91465503428	114.0	81.0	95.7272727273	8.91465503428	1053	53889
456.986	-0.000360405	-0.0310914	15.15917158126831	51	103.2	24.7661058707	147.0	71.0	103.2	24.7661058707	1032	54921
549.452	-0.00987046	-0.0402826	15.444119930267334	52	117.666666667	43.6857464677	224.0	69.0	117.666666667	43.6857464677	1059	55980
715.516	-0.00523041	-0.022696	15.746964454650879	53	140.375	30.7080506545	186.0	98.0	140.375	30.7080506545	1123	57103
618.192	0.0120876	0.00215121	16.074207067489624	54	126.777777778	18.4256932798	159.0	105.0	126.777777778	18.4256932798	1141	58244
801.519	-0.00534277	-0.00591313	16.37015438079834	55	180.166666667	46.7597286372	267.0	120.0	180.166666667	46.7597286372	1081	59325
703.764	0.00708595	-0.000787631	16.715922355651855	56	248.4	62.461508147	309.0	159.0	248.4	62.461508147	1242	60567
697.787	-0.0147614	-0.0195798	17.043432235717773	57	228.8	52.5410315848	277.0	150.0	228.8	52.5410315848	1144	61711
605.187	-0.0121139	-0.0265653	17.4033682346344	58	292.5	120.719716699	492.0	173.0	292.5	120.719716699	1170	62881
456.651	0.00788425	-0.00117198	17.710596084594727	59	338.666666667	93.7704051868	436.0	212.0	338.666666667	93.7704051868	1016	63897
618.818	0.0044571	-0.00169125	18.127834796905518	60	439.666666667	75.9136936849	547.0	384.0	439.666666667	75.9136936849	1319	65216
613.299	0.00642918	0.00712221	18.53223991394043	61	431.666666667	106.057636322	567.0	308.0	431.666666667	106.057636322	1295	66511
594.644	-0.00273394	-0.00276554	18.965741395950317	62	633.0	78.0	711.0	555.0	633.0	78.0	1266	67777
665.882	-0.00132264	-0.00874397	19.44059920310974	63	487.333333333	10.3387082795	501.0	476.0	487.333333333	10.3387082795	1462	69239
605.296	-0.00679177	-0.0119246	19.88600182533264	64	461.0	45.9637538357	494.0	396.0	461.0	45.9637538357	1383	70622
474.987	-0.00372286	-0.00714554	20.212046146392822	65	268.25	143.281846373	419.0	71.0	268.25	143.281846373	1073	71695
597.805	-0.0203771	-0.0227519	20.52966618537903	66	98.8333333333	47.0741141417	212.0	44.0	98.8333333333	47.0741141417	1186	72881
528.331	-0.00483174	-0.00724242	20.805166244506836	67	68.3333333333	26.2212805857	114.0	34.0	68.3333333333	26.2212805857	1025	73906
545.121	-0.0111	-0.0218187	21.087464094161987	68	86.0833333333	68.2793994473	281.0	33.0	86.0833333333	68.2793994473	1033	74939
935.914	-0.00725326	-0.0102721	21.46271324157715	69	316.5	92.4513385517	448.0	190.0	316.5	92.4513385517	1266	76205
847.747	0.00410317	-0.0155289	21.797857522964478	70	364.666666667	45.4337123975	427.0	320.0	364.666666667	45.4337123975	1094	77299
782.618	0.00450175	-0.00759337	22.124488592147827	71	278.25	48.277194409	346.0	215.0	278.25	48.277194409	1113	78412
793.781	-0.00313073	-0.0201495	22.478414058685303	72	252.4	37.7708882607	317.0	222.0	252.4	37.7708882607	1262	79674
650.114	0.00437146	-0.000184762	22.790414571762085	73	225.6	37.9399525566	279.0	168.0	225.6	37.9399525566	1128	80802
520.809	-0.00450242	-0.0225414	23.07669162750244	74	253.5	43.2290411645	328.0	222.0	253.5	43.2290411645	1014	81816
609.732	-0.00241769	-0.00957257	23.401267051696777	75	233.0	61.2111101027	339.0	174.0	233.0	61.2111101027	1165	82981
548.535	-0.00748293	-0.0215553	23.68813729286194	76	211.2	49.4869679815	306.0	166.0	211.2	49.4869679815	1056	84037
574.537	-0.000431064	-0.0122558	24.003812313079834	77	222.2	84.4189552174	371.0	136.0	222.2	84.4189552174	1111	85148
559.869	0.00262458	-0.0295203	24.297147035598755	78	157.428571429	15.8010591223	180.0	137.0	157.428571429	15.8010591223	1102	86250
522.978	-0.00601949	-0.0105653	24.57043218612671	79	148.714285714	17.4741792018	184.0	125.0	148.714285714	17.4741792018	1041	87291
529.181	0.00683343	-0.00170672	24.858881950378418	80	173.0	57.5731418864	297.0	127.0	173.0	57.5731418864	1038	88329
563.983	0.00811154	0.00770114	25.15197205543518	81	154.428571429	40.0423245467	225.0	114.0	154.428571429	40.0423245467	1081	89410
549.573	0.0225897	0.0225854	25.45959210395813	82	163.0	17.427400429	186.0	134.0	163.0	17.427400429	1141	90551
582.474	-0.00204582	-0.00238891	25.760376691818237	83	161.428571429	40.8721251251	239.0	121.0	161.428571429	40.8721251251	1130	91681
651.957	-0.0114206	-0.0591836	26.072962045669556	84	145.5	27.440845468	203.0	113.0	145.5	27.440845468	1164	92845
581.234	-0.00188148	-0.029649	26.38066864013672	85	186.833333333	54.3765165817	292.0	138.0	186.833333333	54.3765165817	1121	93966
510.919	0.00982384	-0.0317136	26.655128240585327	86	169.166666667	14.9823970786	191.0	147.0	169.166666667	14.9823970786	1015	94981
515.832	-0.00221436	-0.0131452	26.968322277069092	87	185.833333333	20.6592728709	216.0	154.0	185.833333333	20.6592728709	1115	96096
486.391	-0.00914289	-0.0183886	27.25261902809143	88	202.6	26.5827011419	233.0	153.0	202.6	26.5827011419	1013	97109
497.466	-0.00056369	-0.0155076	27.536985635757446	89	200.8	32.7438543852	243.0	152.0	200.8	32.7438543852	1004	98113
626.687	0.00180748	-0.0221689	27.888368606567383	90	243.8	26.8581458779	272.0	198.0	243.8	26.8581458779	1219	99332
595.75	0.000761974	-0.0215161	28.19474196434021	91	224.2	29.5594316589	272.0	181.0	224.2	29.5594316589	1121	100453
653.897	-0.00787081	-0.0180855	28.609114408493042	92	438.333333333	134.710388942	628.0	328.0	438.333333333	134.710388942	1315	101768
593.373	0.00418777	0.00143468	28.950793266296387	93	243.6	16.3780340701	259.0	212.0	243.6	16.3780340701	1218	102986
543.122	0.00741817	0.00931577	29.264236450195312	94	228.8	24.7014169634	259.0	194.0	228.8	24.7014169634	1144	104130
531.571	-0.0170962	-0.021429	29.57182788848877	95	191.0	10.3601801786	209.0	176.0	191.0	10.3601801786	1146	105276
502.818	-0.00228069	-0.0088629	29.876030445098877	96	161.714285714	6.88091118788	170.0	150.0	161.714285714	6.88091118788	1132	106408
476.469	-0.00350349	-0.00335694	30.177311182022095	97	162.714285714	5.4172814931	172.0	155.0	162.714285714	5.4172814931	1139	107547
402.965	0.00854866	0.00485042	30.453895568847656	98	149.571428571	5.57692037027	157.0	142.0	149.571428571	5.57692037027	1047	108594
356.961	-0.00808609	-0.0138246	30.727837085723877	99	148.0	3.38061701891	153.0	144.0	148.0	3.38061701891	1036	109630
