LossBeforeUpdate	LossAfterUpdate	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
14.5105	14.5079	0.9682600498199463	0	17.7695035461	7.64830156145	51.0	8.0	17.7695035461	7.64830156145	5011	5011
16.6452	16.6315	1.713545799255371	1	19.1368821293	9.67240444612	66.0	8.0	19.1368821293	9.67240444612	5033	10044
17.8386	17.8188	2.4747698307037354	2	20.9458333333	10.139916139	75.0	8.0	20.9458333333	10.139916139	5027	15071
20.9132	20.9134	3.3024704456329346	3	23.7251184834	12.6006952475	78.0	8.0	23.7251184834	12.6006952475	5006	20077
22.5606	22.4889	4.093151092529297	4	24.8415841584	14.3687178599	80.0	9.0	24.8415841584	14.3687178599	5018	25095
22.2874	22.2503	4.861850738525391	5	26.5555555556	13.0511137327	71.0	10.0	26.5555555556	13.0511137327	5019	30114
25.1692	25.0842	5.601374387741089	6	30.3454545455	14.8489993727	86.0	8.0	30.3454545455	14.8489993727	5007	35121
28.6856	28.6108	6.345978736877441	7	32.6428571429	18.6508168309	147.0	9.0	32.6428571429	18.6508168309	5027	40148
29.2901	29.2871	7.116732835769653	8	35.0625	18.1789785306	94.0	8.0	35.0625	18.1789785306	5049	45197
30.4214	30.4107	7.944819450378418	9	37.2222222222	18.6934992332	126.0	12.0	37.2222222222	18.6934992332	5025	50222
31.7101	31.7025	8.673431158065796	10	39.8253968254	19.0663333991	121.0	11.0	39.8253968254	19.0663333991	5018	55240
34.4707	34.3926	9.414995431900024	11	41.75	22.6300869051	115.0	11.0	41.75	22.6300869051	5010	60250
31.3719	31.3316	10.179877042770386	12	41.3719008264	18.2395140175	115.0	12.0	41.3719008264	18.2395140175	5006	65256
32.6375	32.5909	10.897831678390503	13	43.2931034483	19.2846272712	134.0	13.0	43.2931034483	19.2846272712	5022	70278
34.5561	34.5385	11.660427331924438	14	44.350877193	21.8648088867	155.0	13.0	44.350877193	21.8648088867	5056	75334
34.8738	34.8774	12.543001413345337	15	47.2452830189	19.8873294833	107.0	12.0	47.2452830189	19.8873294833	5008	80342
38.3327	38.315	13.477220058441162	16	51.1734693878	23.5328799552	130.0	16.0	51.1734693878	23.5328799552	5015	85357
39.0445	39.0184	14.466255187988281	17	52.5208333333	23.866808877	116.0	14.0	52.5208333333	23.866808877	5042	90399
38.3154	38.3025	15.45849084854126	18	52.7684210526	22.7061098346	118.0	14.0	52.7684210526	22.7061098346	5013	95412
37.9574	37.9356	16.467504739761353	19	54.989010989	20.1011150013	108.0	24.0	54.989010989	20.1011150013	5004	100416
38.7236	38.7063	17.471616744995117	20	53.329787234	23.8311383546	141.0	11.0	53.329787234	23.8311383546	5013	105429
35.8973	35.898	18.492406845092773	21	51.7422680412	19.7605659329	110.0	12.0	51.7422680412	19.7605659329	5019	110448
36.7238	36.7163	19.45123529434204	22	54.2688172043	19.0048888928	115.0	15.0	54.2688172043	19.0048888928	5047	115495
37.1192	37.0882	20.403047561645508	23	53.9677419355	21.4613689514	123.0	20.0	53.9677419355	21.4613689514	5019	120514
41.6325	41.6096	21.422340393066406	24	59.2705882353	25.5081939478	162.0	22.0	59.2705882353	25.5081939478	5038	125552
39.0146	38.9793	22.450397729873657	25	58.1511627907	21.5641376719	130.0	23.0	58.1511627907	21.5641376719	5001	130553
44.202	44.161	23.39359736442566	26	62.0617283951	28.6625086041	200.0	15.0	62.0617283951	28.6625086041	5027	135580
43.5685	43.5724	24.39089798927307	27	65.7662337662	23.6433984108	125.0	23.0	65.7662337662	23.6433984108	5064	140644
43.9161	43.9333	25.34272789955139	28	63.8481012658	26.5301779959	154.0	21.0	63.8481012658	26.5301779959	5044	145688
42.3005	42.2765	26.339030742645264	29	62.5125	25.6855960365	169.0	25.0	62.5125	25.6855960365	5001	150689
40.465	40.4387	27.301246166229248	30	61.9259259259	22.7920160256	159.0	22.0	61.9259259259	22.7920160256	5016	155705
46.9313	46.9051	28.09874701499939	31	70.9295774648	27.1144283319	138.0	20.0	70.9295774648	27.1144283319	5036	160741
41.4027	41.3891	28.884485960006714	32	64.3797468354	22.9811721493	149.0	22.0	64.3797468354	22.9811721493	5086	165827
41.4868	41.49	29.61863613128662	33	62.6625	24.3397533626	142.0	26.0	62.6625	24.3397533626	5013	170840
53.0205	53.0077	30.34931230545044	34	76.3787878788	35.869192129	193.0	24.0	76.3787878788	35.869192129	5041	175881
48.638	48.6184	31.091533660888672	35	73.0	29.7355494072	165.0	29.0	73.0	29.7355494072	5037	180918
47.2709	47.2635	31.86318826675415	36	72.4	28.5664138456	160.0	28.0	72.4	28.5664138456	5068	185986
47.9232	47.8623	32.56718635559082	37	73.7101449275	29.4259579033	164.0	30.0	73.7101449275	29.4259579033	5086	191072
49.4764	49.4852	33.29765963554382	38	74.3913043478	31.0124880837	200.0	29.0	74.3913043478	31.0124880837	5133	196205
50.4105	50.3664	34.102620363235474	39	78.828125	28.879899307	193.0	25.0	78.828125	28.879899307	5045	201250
47.8025	47.7698	34.86076760292053	40	76.8939393939	25.3084779111	143.0	38.0	76.8939393939	25.3084779111	5075	206325
50.4971	50.4632	35.55253219604492	41	79.7936507937	27.5376560253	200.0	37.0	79.7936507937	27.5376560253	5027	211352
57.0606	57.0223	36.35226106643677	42	90.8392857143	33.091743028	185.0	40.0	90.8392857143	33.091743028	5087	216439
62.5431	62.4736	37.11403465270996	43	97.5	36.9123181441	200.0	43.0	97.5	36.9123181441	5070	221509
59.0303	59.0953	37.91640067100525	44	94.5185185185	31.2858628236	183.0	43.0	94.5185185185	31.2858628236	5104	226613
63.8099	63.8039	38.711267948150635	45	97.6603773585	41.0149275155	200.0	27.0	97.6603773585	41.0149275155	5176	231789
62.8619	62.8766	39.443225145339966	46	99.3725490196	37.2821572129	200.0	33.0	99.3725490196	37.2821572129	5068	236857
67.5622	67.6021	40.16535758972168	47	103.571428571	42.8318973263	200.0	35.0	103.571428571	42.8318973263	5075	241932
69.9526	69.8497	40.91966938972473	48	112.044444444	37.5292215365	200.0	35.0	112.044444444	37.5292215365	5042	246974
74.4303	74.4456	41.67289996147156	49	118.372093023	42.9829729705	200.0	37.0	118.372093023	42.9829729705	5090	252064
78.5923	78.7368	42.42397618293762	50	125.5	43.2810582126	200.0	52.0	125.5	43.2810582126	5020	257084
89.5083	89.6171	43.183943033218384	51	143.305555556	43.5907861343	200.0	65.0	143.305555556	43.5907861343	5159	262243
94.4355	94.829	43.954895973205566	52	162.129032258	34.2606159064	200.0	106.0	162.129032258	34.2606159064	5026	267269
107.34	107.43	44.73049855232239	53	185.464285714	26.4135816564	200.0	106.0	185.464285714	26.4135816564	5193	272462
107.84	108.081	45.50503635406494	54	186.740740741	24.867936507	200.0	110.0	186.740740741	24.867936507	5042	277504
108.513	108.779	46.28634262084961	55	187.0	27.39694495	200.0	105.0	187.0	27.39694495	5049	282553
109.194	109.292	47.050715923309326	56	188.888888889	19.998765394	200.0	132.0	188.888888889	19.998765394	5100	287653
104.598	104.801	47.84442853927612	57	174.75862069	39.3890017666	200.0	72.0	174.75862069	39.3890017666	5068	292721
102.439	102.561	48.64915895462036	58	171.133333333	39.0202796277	200.0	72.0	171.133333333	39.0202796277	5134	297855
103.683	103.716	49.38344097137451	59	172.866666667	37.9813404479	200.0	71.0	172.866666667	37.9813404479	5186	303041
102.245	102.294	50.163474559783936	60	173.1	35.7065353495	200.0	99.0	173.1	35.7065353495	5193	308234
103.926	103.918	50.92646265029907	61	171.466666667	42.3931860353	200.0	75.0	171.466666667	42.3931860353	5144	313378
99.4937	99.3988	51.71531891822815	62	161.8125	44.740527978	200.0	72.0	161.8125	44.740527978	5178	318556
105.509	105.49	52.4959671497345	63	176.482758621	37.0168840225	200.0	90.0	176.482758621	37.0168840225	5118	323674
101.193	101.115	53.290916204452515	64	170.066666667	37.5605585096	200.0	82.0	170.066666667	37.5605585096	5102	328776
106.686	106.806	54.39804649353027	65	176.068965517	45.7383345101	200.0	29.0	176.068965517	45.7383345101	5106	333882
99.5834	99.6306	55.56985783576965	66	167.9	38.4961902877	200.0	87.0	167.9	38.4961902877	5037	338919
