60000, -20.140625, -inf
70000, -20.160000, -inf
80000, -20.186047, -inf
90000, -20.195876, -inf
100000, -20.280000, -20.230000
110000, -20.250000, -20.230000
120000, -20.340000, -20.230000
130000, -20.380000, -20.230000
140000, -20.300000, -20.230000
150000, -20.270000, -20.230000
160000, -20.260000, -20.210000
170000, -20.260000, -20.210000
180000, -20.220000, -20.210000
190000, -20.170000, -20.170000
200000, -20.190000, -20.150000
210000, -20.120000, -20.100000
220000, -20.110000, -20.100000
230000, -20.140000, -20.100000
240000, -20.260000, -20.100000
250000, -20.250000, -20.100000
260000, -20.190000, -20.100000
270000, -20.210000, -20.100000
280000, -20.190000, -20.100000
290000, -20.250000, -20.100000
300000, -20.290000, -20.100000
310000, -20.230000, -20.100000
320000, -20.230000, -20.100000
330000, -20.240000, -20.100000
340000, -20.150000, -20.100000
350000, -20.180000, -20.100000
360000, -20.160000, -20.100000
370000, -20.070000, -20.070000
380000, -20.090000, -20.040000
390000, -20.060000, -20.040000
400000, -20.060000, -20.030000
410000, -20.080000, -20.030000
420000, -19.990000, -19.990000
430000, -19.940000, -19.940000
440000, -19.940000, -19.910000
450000, -19.940000, -19.900000
460000, -19.910000, -19.870000
470000, -19.770000, -19.760000
480000, -19.840000, -19.740000
490000, -19.740000, -19.740000
500000, -19.700000, -19.690000
510000, -19.690000, -19.690000
520000, -19.620000, -19.590000
530000, -19.580000, -19.580000
540000, -19.400000, -19.400000
550000, -19.370000, -19.370000
560000, -19.260000, -19.260000
570000, -19.220000, -19.210000
580000, -19.210000, -19.200000
590000, -19.190000, -19.130000
600000, -19.090000, -19.090000
610000, -19.070000, -19.040000
620000, -18.950000, -18.950000
630000, -18.850000, -18.850000
640000, -18.810000, -18.810000
650000, -18.760000, -18.760000
660000, -18.750000, -18.730000
670000, -18.780000, -18.730000
680000, -18.650000, -18.650000
