60000, -20.111111, -inf
70000, -20.082192, -inf
80000, -20.119048, -inf
90000, -20.136842, -inf
100000, -20.210000, -20.180000
110000, -20.220000, -20.180000
120000, -20.330000, -20.180000
130000, -20.370000, -20.180000
140000, -20.320000, -20.180000
150000, -20.300000, -20.180000
160000, -20.330000, -20.180000
170000, -20.340000, -20.180000
180000, -20.360000, -20.180000
190000, -20.330000, -20.180000
200000, -20.250000, -20.180000
210000, -20.220000, -20.180000
220000, -20.270000, -20.180000
230000, -20.280000, -20.180000
240000, -20.280000, -20.180000
250000, -20.280000, -20.180000
260000, -20.260000, -20.180000
270000, -20.240000, -20.180000
280000, -20.230000, -20.180000
290000, -20.260000, -20.180000
300000, -20.290000, -20.180000
310000, -20.240000, -20.180000
320000, -20.200000, -20.180000
330000, -20.220000, -20.180000
340000, -20.220000, -20.180000
350000, -20.220000, -20.180000
360000, -20.280000, -20.180000
370000, -20.260000, -20.180000
380000, -20.310000, -20.180000
390000, -20.300000, -20.180000
400000, -20.290000, -20.180000
410000, -20.300000, -20.180000
420000, -20.370000, -20.180000
430000, -20.390000, -20.180000
440000, -20.370000, -20.180000
450000, -20.400000, -20.180000
460000, -20.430000, -20.180000
470000, -20.450000, -20.180000
480000, -20.490000, -20.180000
490000, -20.460000, -20.180000
500000, -20.520000, -20.180000
510000, -20.510000, -20.180000
520000, -20.500000, -20.180000
530000, -20.490000, -20.180000
540000, -20.500000, -20.180000
550000, -20.480000, -20.180000
560000, -20.470000, -20.180000
570000, -20.500000, -20.180000
580000, -20.500000, -20.180000
590000, -20.480000, -20.180000
600000, -20.520000, -20.180000
610000, -20.540000, -20.180000
620000, -20.550000, -20.180000
630000, -20.520000, -20.180000
640000, -20.550000, -20.180000
650000, -20.560000, -20.180000
660000, -20.570000, -20.180000
670000, -20.600000, -20.180000
680000, -20.590000, -20.180000
690000, -20.590000, -20.180000
700000, -20.640000, -20.180000
710000, -20.630000, -20.180000
720000, -20.630000, -20.180000
730000, -20.570000, -20.180000
740000, -20.520000, -20.180000
750000, -20.550000, -20.180000
760000, -20.550000, -20.180000
770000, -20.570000, -20.180000
780000, -20.570000, -20.180000
790000, -20.570000, -20.180000
800000, -20.580000, -20.180000
810000, -20.590000, -20.180000
820000, -20.610000, -20.180000
830000, -20.640000, -20.180000
840000, -20.650000, -20.180000
850000, -20.610000, -20.180000
860000, -20.570000, -20.180000
870000, -20.570000, -20.180000
880000, -20.590000, -20.180000
890000, -20.610000, -20.180000
900000, -20.630000, -20.180000
910000, -20.640000, -20.180000
920000, -20.630000, -20.180000
930000, -20.670000, -20.180000
940000, -20.720000, -20.180000
950000, -20.730000, -20.180000
960000, -20.750000, -20.180000
970000, -20.770000, -20.180000
980000, -20.770000, -20.180000
990000, -20.780000, -20.180000
1000000, -20.810000, -20.180000
1010000, -20.800000, -20.180000
1020000, -20.800000, -20.180000
1030000, -20.830000, -20.180000
1040000, -20.800000, -20.180000
1050000, -20.790000, -20.180000
1060000, -20.810000, -20.180000
1070000, -20.820000, -20.180000
1080000, -20.810000, -20.180000
1090000, -20.840000, -20.180000
1100000, -20.840000, -20.180000
1110000, -20.840000, -20.180000
1120000, -20.870000, -20.180000
1130000, -20.840000, -20.180000
1140000, -20.850000, -20.180000
1150000, -20.840000, -20.180000
1160000, -20.860000, -20.180000
1170000, -20.860000, -20.180000
1180000, -20.860000, -20.180000
1190000, -20.860000, -20.180000
1200000, -20.850000, -20.180000
1210000, -20.880000, -20.180000
1220000, -20.840000, -20.180000
1230000, -20.860000, -20.180000
1240000, -20.840000, -20.180000
1250000, -20.820000, -20.180000
1260000, -20.830000, -20.180000
1270000, -20.850000, -20.180000
1280000, -20.830000, -20.180000
1290000, -20.840000, -20.180000
1300000, -20.880000, -20.180000
1310000, -20.880000, -20.180000
1320000, -20.890000, -20.180000
1330000, -20.880000, -20.180000
1340000, -20.900000, -20.180000
1350000, -20.890000, -20.180000
1360000, -20.920000, -20.180000
1370000, -20.890000, -20.180000
1380000, -20.880000, -20.180000
1390000, -20.870000, -20.180000
1400000, -20.890000, -20.180000
1410000, -20.880000, -20.180000
1420000, -20.870000, -20.180000
1430000, -20.870000, -20.180000
1440000, -20.870000, -20.180000
1450000, -20.880000, -20.180000
1460000, -20.860000, -20.180000
1470000, -20.840000, -20.180000
1480000, -20.840000, -20.180000
1490000, -20.850000, -20.180000
1500000, -20.880000, -20.180000
1510000, -20.890000, -20.180000
1520000, -20.890000, -20.180000
1530000, -20.890000, -20.180000
1540000, -20.910000, -20.180000
1550000, -20.910000, -20.180000
1560000, -20.910000, -20.180000
1570000, -20.910000, -20.180000
1580000, -20.870000, -20.180000
1590000, -20.840000, -20.180000
1600000, -20.840000, -20.180000
1610000, -20.870000, -20.180000
1620000, -20.860000, -20.180000
1630000, -20.890000, -20.180000
1640000, -20.850000, -20.180000
1650000, -20.850000, -20.180000
1660000, -20.870000, -20.180000
1670000, -20.890000, -20.180000
1680000, -20.880000, -20.180000
1690000, -20.860000, -20.180000
1700000, -20.870000, -20.180000
1710000, -20.860000, -20.180000
1720000, -20.870000, -20.180000
1730000, -20.880000, -20.180000
1740000, -20.890000, -20.180000
1750000, -20.890000, -20.180000
1760000, -20.900000, -20.180000
1770000, -20.910000, -20.180000
1780000, -20.890000, -20.180000
1790000, -20.870000, -20.180000
1800000, -20.880000, -20.180000
1810000, -20.860000, -20.180000
1820000, -20.850000, -20.180000
1830000, -20.830000, -20.180000
1840000, -20.800000, -20.180000
1850000, -20.800000, -20.180000
1860000, -20.800000, -20.180000
1870000, -20.810000, -20.180000
1880000, -20.810000, -20.180000
1890000, -20.840000, -20.180000
1900000, -20.860000, -20.180000
1910000, -20.880000, -20.180000
1920000, -20.890000, -20.180000
1930000, -20.900000, -20.180000
1940000, -20.890000, -20.180000
1950000, -20.930000, -20.180000
1960000, -20.920000, -20.180000
1970000, -20.920000, -20.180000
1980000, -20.910000, -20.180000
1990000, -20.900000, -20.180000
2000000, -20.920000, -20.180000
2010000, -20.930000, -20.180000
2020000, -20.920000, -20.180000
