baseline loss	LossBeforeUpdate	LossAfterUpdate	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
7192.8	0.00191548	0.000369485	6.567519187927246	20	233.0	51.919167944	310.0	150.0	233.0	51.919167944	1165	22552
4744.91	-0.0099091	-0.00969769	6.880724191665649	21	169.428571429	24.5290331931	209.0	136.0	169.428571429	24.5290331931	1186	23738
1300.15	0.0159017	0.0145701	7.183884620666504	22	160.0	26.2787257791	209.0	114.0	160.0	26.2787257791	1120	24858
1062.68	-0.00144161	-0.0123887	7.492308855056763	23	155.285714286	24.5514869245	179.0	115.0	155.285714286	24.5514869245	1087	25945
1831.96	-0.00418389	-0.0172324	7.7760632038116455	24	202.8	32.596932371	258.0	157.0	202.8	32.596932371	1014	26959
3114.62	-0.002916	-0.00839042	8.06773591041565	25	210.0	37.5978722802	255.0	154.0	210.0	37.5978722802	1050	28009
3090.77	-0.00999449	-0.0333378	8.374915838241577	26	190.166666667	24.2927744173	238.0	162.0	190.166666667	24.2927744173	1141	29150
1353.73	0.00582333	0.00137462	8.690635442733765	27	190.166666667	44.4875138538	242.0	110.0	190.166666667	44.4875138538	1141	30291
1010.72	-0.00208239	-0.00947935	8.972196578979492	28	131.125	47.3377161997	189.0	65.0	131.125	47.3377161997	1049	31340
2008.29	-0.00906428	-0.0121396	9.248035669326782	29	95.5454545455	22.8964611651	140.0	52.0	95.5454545455	22.8964611651	1051	32391
2150.79	0.0130596	0.00550933	9.551642656326294	30	107.9	48.2502849733	216.0	54.0	107.9	48.2502849733	1079	33470
1329.61	-0.00722693	-0.0136004	9.859634637832642	31	144.375	50.2517101699	210.0	64.0	144.375	50.2517101699	1155	34625
665.524	-0.00225872	-0.00894538	10.243204832077026	32	167.5	85.8443358644	351.0	71.0	167.5	85.8443358644	1340	35965
853.591	0.00617653	-0.00596709	10.561042308807373	33	269.75	53.6300988252	336.0	200.0	269.75	53.6300988252	1079	37044
1447.13	-0.00378778	-0.0137249	10.863830804824829	34	347.0	28.8559641438	387.0	320.0	347.0	28.8559641438	1041	38085
1428.94	-0.00832992	-0.00807257	11.147357940673828	35	251.25	50.201469102	335.0	209.0	251.25	50.201469102	1005	39090
1002.53	-0.0175199	-0.0177871	11.45523715019226	36	185.5	17.8582380617	204.0	153.0	185.5	17.8582380617	1113	40203
536.017	0.0218537	0.0154977	11.745997667312622	37	178.5	23.6836793313	227.0	149.0	178.5	23.6836793313	1071	41274
825.857	0.00938605	0.00892687	12.054584980010986	38	187.666666667	25.3026129525	214.0	135.0	187.666666667	25.3026129525	1126	42400
1078.23	-0.00320281	-0.00367066	12.346512079238892	39	172.333333333	18.9443629845	209.0	152.0	172.333333333	18.9443629845	1034	43434
999.169	-0.00397033	-0.00286262	12.626744270324707	40	170.666666667	14.1735277503	189.0	153.0	170.666666667	14.1735277503	1024	44458
1978.69	-0.00059785	0.000214704	12.925307273864746	41	162.857142857	19.7804273493	209.0	145.0	162.857142857	19.7804273493	1140	45598
2669.89	-0.000667469	-0.00594979	13.214906454086304	42	138.75	23.7526314332	184.0	115.0	138.75	23.7526314332	1110	46708
722.325	0.0120112	0.0122195	13.502861976623535	43	153.857142857	16.9489028	183.0	132.0	153.857142857	16.9489028	1077	47785
657.793	0.00658015	0.000297743	13.770878314971924	44	167.833333333	31.2218762337	206.0	136.0	167.833333333	31.2218762337	1007	48792
719.06	0.0115655	0.0104371	14.115771532058716	45	246.4	40.2024874852	293.0	186.0	246.4	40.2024874852	1232	50024
769.674	0.00446443	-0.00979872	14.610663175582886	46	501.0	64.2858201057	583.0	426.0	501.0	64.2858201057	1503	51527
1032.31	0.0123166	0.00542089	15.434098720550537	47	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	53527
900.413	0.00379576	0.00259986	16.03247857093811	48	797.0	203.0	1000.0	594.0	797.0	203.0	1594	55121
956.844	-0.00645204	-0.00512814	16.689780235290527	49	854.0	146.0	1000.0	708.0	854.0	146.0	1708	56829
553.978	0.00489433	0.00412699	17.005330562591553	50	349.0	51.1533641774	409.0	284.0	349.0	51.1533641774	1047	57876
612.145	-0.0197501	-0.0210132	17.353659629821777	51	365.666666667	180.798844637	609.0	176.0	365.666666667	180.798844637	1097	58973
655.763	-0.00330707	-0.00637379	17.69228482246399	52	292.0	57.2931060425	380.0	231.0	292.0	57.2931060425	1168	60141
584.577	-0.0143278	-0.015941	18.019670963287354	53	281.75	136.902109188	454.0	102.0	281.75	136.902109188	1127	61268
657.881	-0.0100098	-0.0111568	18.40441131591797	54	322.0	153.523613819	572.0	170.0	322.0	153.523613819	1288	62556
544.204	0.0113351	0.00823388	18.723129987716675	55	355.333333333	50.2814301927	424.0	305.0	355.333333333	50.2814301927	1066	63622
553.166	-0.00207098	-0.0128796	19.04780673980713	56	361.333333333	127.651435123	483.0	185.0	361.333333333	127.651435123	1084	64706
1019.62	-0.000205119	0.000238446	19.879135608673096	57	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	66706
1005.08	-0.00493331	-0.00637527	20.69348406791687	58	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	68706
570.673	-0.0132202	-0.0153548	21.068349361419678	59	558.5	91.5	650.0	467.0	558.5	91.5	1117	69823
517.982	0.00108951	-0.00379309	21.384498834609985	60	348.333333333	38.3782345723	395.0	301.0	348.333333333	38.3782345723	1045	70868
932.71	-0.0116834	-0.0149651	22.13527011871338	61	953.5	46.5	1000.0	907.0	953.5	46.5	1907	72775
1018.98	0.00336328	0.00487627	22.98332667350769	62	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	74775
1003.76	-0.0105475	-0.0114278	23.82129144668579	63	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	76775
981.511	-0.00794607	-0.00944508	24.62954807281494	64	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	78775
993.088	-0.000914309	-0.000765975	25.435392141342163	65	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	80775
1000.85	0.00162112	0.000574995	26.23774480819702	66	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	82775
574.07	0.00677482	0.00469792	26.67678189277649	67	545.0	455.0	1000.0	90.0	545.0	455.0	1090	83865
522.921	-0.00801709	-0.0117731	27.038445234298706	68	545.0	79.0	624.0	466.0	545.0	79.0	1090	84955
461.353	0.00163556	0.00138838	27.317504167556763	69	200.8	27.367133573	245.0	161.0	200.8	27.367133573	1004	85959
529.726	0.00430794	0.00414111	27.647999048233032	70	230.4	46.5772476645	289.0	169.0	230.4	46.5772476645	1152	87111
522.662	0.00093357	0.000816687	27.964460611343384	71	168.714285714	19.4474698003	193.0	136.0	168.714285714	19.4474698003	1181	88292
498.155	-0.0150597	-0.0235389	28.28032612800598	72	162.285714286	16.6623123564	186.0	131.0	162.285714286	16.6623123564	1136	89428
528.571	-0.00380511	-0.0149805	28.634795904159546	73	296.0	52.5499762131	380.0	250.0	296.0	52.5499762131	1184	90612
986.675	0.00336144	0.0012235	29.4465172290802	74	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	92612
537.976	-0.00723865	-0.00788433	29.86267352104187	75	528.5	471.5	1000.0	57.0	528.5	471.5	1057	93669
789.403	-0.00154649	-0.00127958	30.451452016830444	76	780.0	220.0	1000.0	560.0	780.0	220.0	1560	95229
867.117	-0.00776438	-0.00835641	31.109212636947632	77	857.0	143.0	1000.0	714.0	857.0	143.0	1714	96943
592.351	-0.00592546	-0.00602388	31.518999338150024	78	595.0	112.0	707.0	483.0	595.0	112.0	1190	98133
536.647	0.00044843	-0.00347662	31.888211965560913	79	536.0	251.0	787.0	285.0	536.0	251.0	1072	99205
1011.8	0.0119762	0.00968777	32.69001865386963	80	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	101205
983.023	0.000335715	-0.000725907	33.50774788856506	81	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	103205
974.302	0.00168271	0.0027518	34.31842875480652	82	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	105205
956.744	-0.00636795	-0.00690841	35.15042543411255	83	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	107205
976.376	-0.00216897	-0.00340433	35.986326932907104	84	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	109205
581.642	0.00311969	0.00204666	36.38510179519653	85	423.666666667	99.6806010326	562.0	331.0	423.666666667	99.6806010326	1271	110476
559.659	0.00947921	-0.012877	36.75061297416687	86	307.25	123.883766087	518.0	199.0	307.25	123.883766087	1229	111705
979.499	0.00297329	-0.0124585	37.55760383605957	87	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	113705
1026.29	-0.00596555	-0.00551287	38.35857796669006	88	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	115705
1017.97	0.00872036	-0.000847076	39.16277456283569	89	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	117705
1042.13	-0.00358147	-0.00608054	39.99756383895874	90	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	119705
1005.33	-0.00649914	-0.00506978	40.817749977111816	91	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	121705
587.158	-0.00531186	-0.00599406	41.27987742424011	92	593.0	407.0	1000.0	186.0	593.0	407.0	1186	122891
530.825	0.00261792	0.000237797	41.59680199623108	93	179.666666667	47.2005178879	261.0	131.0	179.666666667	47.2005178879	1078	123969
567.642	0.00442337	0.000788519	41.908222675323486	94	144.75	24.3503080063	171.0	99.0	144.75	24.3503080063	1158	125127
549.6	-0.0133223	-0.0179433	42.21960735321045	95	138.25	66.3339091265	249.0	74.0	138.25	66.3339091265	1106	126233
563.47	0.000863353	0.000657095	42.52184081077576	96	153.142857143	53.1827807026	249.0	65.0	153.142857143	53.1827807026	1072	127305
559.605	0.00697336	0.00475549	42.81846880912781	97	183.333333333	50.68420749	246.0	108.0	183.333333333	50.68420749	1100	128405
552.599	-0.00894269	-0.0100056	43.13391828536987	98	354.333333333	66.854734728	407.0	260.0	354.333333333	66.854734728	1063	129468
981.889	0.0136787	0.00968548	43.836554288864136	99	636.0	259.2502009	1000.0	416.0	636.0	259.2502009	1908	131376
