baseline loss	LossBeforeUpdate	LossAfterUpdate	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
602.31	0.00131032	-0.00424519	17.80931329727173	40	548.0	194.0	742.0	354.0	548.0	194.0	1096	53295
708.057	0.0045453	0.0054653	18.244157552719116	41	332.5	196.627185303	665.0	157.0	332.5	196.627185303	1330	54625
579.838	-0.00190963	-0.0036261	18.557743072509766	42	219.4	86.9542408397	341.0	88.0	219.4	86.9542408397	1097	55722
564.188	-0.00293979	-0.00516859	18.847769021987915	43	177.833333333	66.3837747914	305.0	108.0	177.833333333	66.3837747914	1067	56789
583.241	-0.00780889	-0.0149448	19.175644636154175	44	370.666666667	116.608556957	501.0	218.0	370.666666667	116.608556957	1112	57901
722.136	0.00445838	-0.000734055	19.64978861808777	45	464.0	217.026880056	755.0	234.0	464.0	217.026880056	1392	59293
1046.02	-0.00228837	-0.00132006	20.4816837310791	46	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	61293
1025.2	-0.00115436	-0.00712246	21.30563759803772	47	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	63293
1042.87	-0.00800384	-0.00852118	22.131240367889404	48	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	65293
1055.4	0.00461494	0.00115771	22.96075129508972	49	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	67293
1074.05	-0.00475348	-0.0120579	23.78613018989563	50	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	69293
525.366	-0.00346256	-0.00456294	24.085090398788452	51	334.333333333	78.474341171	433.0	241.0	334.333333333	78.474341171	1003	70296
595.587	-0.0043792	-0.0104617	24.439380884170532	52	381.666666667	117.400548929	546.0	279.0	381.666666667	117.400548929	1145	71441
625.124	0.000683351	-0.006581	24.807943105697632	53	306.25	96.0816709888	472.0	243.0	306.25	96.0816709888	1225	72666
488.686	-0.00220169	-0.0081085	25.101568698883057	54	257.0	58.4080473907	315.0	173.0	257.0	58.4080473907	1028	73694
564.2	0.0122167	0.0120374	25.39592456817627	55	180.5	56.6620096126	296.0	128.0	180.5	56.6620096126	1083	74777
527.544	0.00473572	0.0022742	25.71563744544983	56	219.2	72.9449107204	357.0	157.0	219.2	72.9449107204	1096	75873
538.125	-0.0037925	-0.00517765	26.005269050598145	57	211.0	50.3110325873	296.0	152.0	211.0	50.3110325873	1055	76928
586.604	0.00180571	0.000754172	26.317960500717163	58	226.4	55.7480044486	313.0	166.0	226.4	55.7480044486	1132	78060
544.811	0.00346052	0.00204152	26.617236614227295	59	184.0	34.7898452617	245.0	143.0	184.0	34.7898452617	1104	79164
460.375	0.000207437	-0.00137456	26.90974187850952	60	175.333333333	27.5237271378	226.0	133.0	175.333333333	27.5237271378	1052	80216
458.869	-0.000352168	-0.000833961	27.2054545879364	61	183.333333333	35.3631949286	230.0	127.0	183.333333333	35.3631949286	1100	81316
441.593	-0.0106287	-0.0135436	27.48357915878296	62	168.0	56.0743553983	288.0	120.0	168.0	56.0743553983	1008	82324
425.76	0.00165701	0.000644322	27.76584243774414	63	152.0	17.33699595	190.0	133.0	152.0	17.33699595	1064	83388
401.29	0.0162448	0.00253939	28.03942060470581	64	169.0	31.9687347263	230.0	138.0	169.0	31.9687347263	1014	84402
415.729	-0.00802114	-0.0111584	28.319978713989258	65	152.571428571	25.606121717	189.0	114.0	152.571428571	25.606121717	1068	85470
490.935	0.0158747	0.0127645	28.62200951576233	66	178.333333333	65.2933551154	319.0	116.0	178.333333333	65.2933551154	1070	86540
589.089	-0.00658438	-0.00817777	28.99514675140381	67	214.666666667	83.0033466527	337.0	119.0	214.666666667	83.0033466527	1288	87828
541.29	-0.000991795	-0.00103444	29.271810293197632	68	130.25	24.4425346476	180.0	94.0	130.25	24.4425346476	1042	88870
515.555	0.0202682	0.0152385	29.559202194213867	69	132.25	38.2320219188	216.0	99.0	132.25	38.2320219188	1058	89928
523.586	0.0088311	0.00588756	29.837337493896484	70	131.375	14.6025468669	163.0	115.0	131.375	14.6025468669	1051	90979
573.951	0.000750568	0.000415046	30.16235876083374	71	171.857142857	42.6059304102	251.0	120.0	171.857142857	42.6059304102	1203	92182
574.12	-0.00557343	-0.0126164	30.468457460403442	72	161.142857143	42.2997081092	228.0	116.0	161.142857143	42.2997081092	1128	93310
456.543	0.00647529	-0.00263414	30.778064489364624	73	184.0	32.2438624651	246.0	146.0	184.0	32.2438624651	1104	94414
544.554	0.001491	-0.0134693	31.105724573135376	74	202.833333333	56.560930764	292.0	148.0	202.833333333	56.560930764	1217	95631
454.419	0.00576954	0.000257562	31.42694115638733	75	196.0	61.6279157525	313.0	138.0	196.0	61.6279157525	1176	96807
448.637	-0.00878906	-0.0335106	31.774994611740112	76	199.166666667	52.4417666454	298.0	152.0	199.166666667	52.4417666454	1195	98002
449.32	0.00341821	-0.00587209	32.11360549926758	77	241.4	64.6424009455	356.0	178.0	241.4	64.6424009455	1207	99209
514.102	-0.00848909	-0.0280922	32.45666456222534	78	299.25	33.5959446958	334.0	248.0	299.25	33.5959446958	1197	100406
348.151	-0.00458001	-0.0533446	32.79506850242615	79	371.666666667	63.2683877532	431.0	284.0	371.666666667	63.2683877532	1115	101521
887.355	0.0136273	0.0105395	33.378440141677856	80	766.5	233.5	1000.0	533.0	766.5	233.5	1533	103054
907.535	-0.0124277	-0.0191819	34.12735033035278	81	918.0	38.0	956.0	880.0	918.0	38.0	1836	104890
1104.02	-0.0158297	-0.0247728	34.96207857131958	82	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	106890
1022.99	0.00450755	0.003224	35.81618404388428	83	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	108890
1135.42	-0.00617083	-0.00706985	36.65043258666992	84	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	110890
1134.3	0.00972653	0.0096338	37.45806121826172	85	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	112890
1252.06	-0.00573222	-0.00591926	38.290162324905396	86	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	114890
1218.34	-0.00276729	-0.0084389	39.11517071723938	87	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	116890
1182.86	0.00420182	0.00308995	39.92837834358215	88	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	118890
653.25	-0.00783238	-0.00754802	40.28172969818115	89	383.666666667	125.995590752	532.0	224.0	383.666666667	125.995590752	1151	120041
716.345	-0.0105169	-0.0192409	40.75515651702881	90	668.5	105.5	774.0	563.0	668.5	105.5	1337	121378
1078.49	-0.00276152	-0.00482669	41.522034883499146	91	954.0	46.0	1000.0	908.0	954.0	46.0	1908	123286
577.259	-0.00729969	-0.00708384	41.893675565719604	92	553.5	142.5	696.0	411.0	553.5	142.5	1107	124393
859.626	-0.0116792	-0.0185912	42.371904373168945	93	383.75	182.408024769	640.0	171.0	383.75	182.408024769	1535	125928
966.555	-0.00372453	-0.00762975	43.059544801712036	94	873.0	127.0	1000.0	746.0	873.0	127.0	1746	127674
1086.98	-0.00441698	-0.0119949	43.879250288009644	95	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	129674
924.918	-0.00309147	-0.00137279	44.57060194015503	96	885.5	114.5	1000.0	771.0	885.5	114.5	1771	131445
578.925	-0.0148227	-0.02031	44.89523983001709	97	274.75	143.882547587	427.0	129.0	274.75	143.882547587	1099	132544
682.938	-0.0145141	-0.0136441	45.29049730300903	98	315.25	228.010279374	690.0	120.0	315.25	228.010279374	1261	133805
603.604	-0.00291105	-0.0347223	45.69106435775757	99	395.0	223.142704713	707.0	198.0	395.0	223.142704713	1185	134990
