baseline loss	LossBeforeUpdate	LossAfterUpdate	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
512.425	-0.011767	-0.947594	0.6738953590393066	0	11.2921348315	4.224599568	30.0	6.0	11.2921348315	4.224599568	1005	1005
662.117	-0.000929524	-0.0742564	0.9754693508148193	1	27.1891891892	8.80367809448	65.0	17.0	27.1891891892	8.80367809448	1006	2011
549.378	-0.006869	-0.0921218	1.2378592491149902	2	47.9047619048	9.98524989269	67.0	35.0	47.9047619048	9.98524989269	1006	3017
587.958	-0.00794734	-0.00762136	1.5071747303009033	3	39.4230769231	14.9181692961	92.0	19.0	39.4230769231	14.9181692961	1025	4042
616.705	0.00136082	-0.142685	1.7642796039581299	4	30.3939393939	12.4485350092	80.0	16.0	30.3939393939	12.4485350092	1003	5045
755.587	-0.0216776	-0.151422	2.0306949615478516	5	35.8620689655	10.523288256	59.0	18.0	35.8620689655	10.523288256	1040	6085
711.946	0.000809513	-0.00693404	2.302399158477783	6	47.9545454545	11.675449272	73.0	25.0	47.9545454545	11.675449272	1055	7140
600.376	-0.000666324	-0.018571	2.5934436321258545	7	62.0	11.1882291087	88.0	45.0	62.0	11.1882291087	1054	8194
541.491	0.00469885	-0.033917	2.86191463470459	8	80.1538461538	23.0512677904	125.0	55.0	80.1538461538	23.0512677904	1042	9236
644.261	-0.00522069	-0.0711955	3.1348626613616943	9	85.0	21.9886334273	134.0	53.0	85.0	21.9886334273	1020	10256
609.193	0.00562244	-0.00758573	3.4570229053497314	10	167.571428571	61.7433793856	265.0	93.0	167.571428571	61.7433793856	1173	11429
605.739	0.0068263	-0.00281424	3.7638278007507324	11	137.75	35.7762141653	192.0	91.0	137.75	35.7762141653	1102	12531
581.667	-0.0143621	-0.0400565	4.065724849700928	12	184.666666667	33.2649298144	237.0	146.0	184.666666667	33.2649298144	1108	13639
547.485	-0.00575629	-0.0344592	4.365875005722046	13	178.5	28.5	210.0	126.0	178.5	28.5	1071	14710
