baseline loss	LossBeforeUpdate	LossAfterUpdate	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
504.787	-0.0151668	-0.99411	0.6773459911346436	0	9.42990654206	3.58635042028	26.0	5.0	9.42990654206	3.58635042028	1009	1009
476.391	-0.00881836	-0.159718	0.9770786762237549	1	27.8055555556	11.3034396054	59.0	12.0	27.8055555556	11.3034396054	1001	2010
752.321	0.000661724	-0.0664578	1.2529187202453613	2	60.4117647059	17.3376802286	100.0	37.0	60.4117647059	17.3376802286	1027	3037
651.9	0.00296197	-0.175219	1.5112755298614502	3	39.2692307692	13.9740355173	96.0	21.0	39.2692307692	13.9740355173	1021	4058
1195.72	0.00232883	-0.291889	1.777238368988037	4	34.1666666667	13.3718194557	76.0	18.0	34.1666666667	13.3718194557	1025	5083
560.715	0.00153871	-0.199034	2.037135601043701	5	24.1666666667	13.6659407473	73.0	9.0	24.1666666667	13.6659407473	1015	6098
905.164	-0.000187474	-0.0041975	2.3076531887054443	6	15.2878787879	7.82917068931	51.0	7.0	15.2878787879	7.82917068931	1009	7107
781.498	0.00810868	0.0105559	2.5935449600219727	7	11.6511627907	6.38997660195	38.0	6.0	11.6511627907	6.38997660195	1002	8109
513.61	-0.00369609	-0.00826416	2.8826656341552734	8	12.0714285714	6.04110072414	38.0	5.0	12.0714285714	6.04110072414	1014	9123
632.978	0.0141731	-0.00234829	3.1808176040649414	9	12.1204819277	6.30241412985	39.0	6.0	12.1204819277	6.30241412985	1006	10129
708.405	-0.0111968	-0.018526	3.4684762954711914	10	13.0	5.47248133373	33.0	6.0	13.0	5.47248133373	1001	11130
594.603	-0.00801513	-0.0256803	3.7541422843933105	11	14.4857142857	7.25798645266	36.0	6.0	14.4857142857	7.25798645266	1014	12144
496.534	0.0135468	0.00509926	4.024652481079102	12	13.7260273973	6.6626340465	37.0	6.0	13.7260273973	6.6626340465	1002	13146
560.737	-0.00491496	-0.00776477	4.310907602310181	13	13.0	6.10170215848	32.0	6.0	13.0	6.10170215848	1014	14160
635.601	0.00434507	-0.00103267	4.5959203243255615	14	16.5409836066	9.04374391226	55.0	7.0	16.5409836066	9.04374391226	1009	15169
570.718	0.00547235	0.000749278	4.867794752120972	15	16.8333333333	7.54578616772	38.0	7.0	16.8333333333	7.54578616772	1010	16179
501.939	-0.00558875	-0.0199269	5.137247085571289	16	18.9056603774	10.0606915831	58.0	9.0	18.9056603774	10.0606915831	1002	17181
513.354	-0.00680892	-0.0339669	5.421887636184692	17	27.1052631579	11.4703037029	54.0	11.0	27.1052631579	11.4703037029	1030	18211
554.951	-0.015899	-0.044179	5.700125217437744	18	27.8611111111	14.3355672247	75.0	12.0	27.8611111111	14.3355672247	1003	19214
579.43	-0.00792982	-0.131733	5.981948137283325	19	26.641025641	13.9825663971	61.0	9.0	26.641025641	13.9825663971	1039	20253
540.72	-0.00358936	-0.255111	6.253331184387207	20	50.7	18.9528361994	93.0	23.0	50.7	18.9528361994	1014	21267
583.346	-0.00387571	-0.411156	6.537043571472168	21	90.0	22.4499443206	135.0	60.0	90.0	22.4499443206	1080	22347
556.733	-0.00252885	0.0420725	6.801274538040161	22	102.4	18.7040102652	140.0	81.0	102.4	18.7040102652	1024	23371
538.93	-0.00302994	0.00318915	7.076262712478638	23	106.3	26.4123077371	166.0	80.0	106.3	26.4123077371	1063	24434
577.751	-0.0100927	-0.0115719	7.3627214431762695	24	89.0833333333	27.4877497968	170.0	64.0	89.0833333333	27.4877497968	1069	25503
595.071	0.0179456	0.0133207	7.633891820907593	25	88.0833333333	28.1882313899	165.0	59.0	88.0833333333	28.1882313899	1057	26560
591.836	-0.0152773	-0.0384175	7.903477907180786	26	86.75	18.2397231339	117.0	66.0	86.75	18.2397231339	1041	27601
