baseline loss	LossBeforeUpdate	LossAfterUpdate	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1000.34	0.00636652	-0.001557	52.59403443336487	88	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	142191
999.662	-0.0138117	-0.0154476	53.3868248462677	89	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	144191
999.916	-0.00192588	-0.00384772	54.17989110946655	90	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	146191
998.872	-0.00706586	-0.00979673	54.98499512672424	91	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	148191
997.172	0.000331083	-0.00120778	55.79490780830383	92	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	150191
995.305	0.00127019	0.00154319	56.58546686172485	93	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	152191
991.74	0.0030823	0.00413078	57.37684512138367	94	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	154191
990.208	-0.00846381	-0.00813448	58.210129737854004	95	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	156191
988.819	-0.00193412	-0.00362388	59.01515793800354	96	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	158191
988.158	0.00679659	0.00772234	59.79794239997864	97	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	160191
986.022	-0.00895972	-0.00863218	60.580705404281616	98	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	162191
986.344	0.000544308	-0.000290697	61.367478370666504	99	1000.0	0.0	1000.0	1000.0	1000.0	0.0	2000	164191
