LossBeforeUpdate	LossAfterUpdate	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
12.8375	12.7599	0.27930164337158203	0	27.3513513514	15.9020926996	71.0	10.0	27.3513513514	15.9020926996	1012	1012
14.6342	14.5412	0.4618961811065674	1	28.8285714286	19.7910307452	109.0	9.0	28.8285714286	19.7910307452	1009	2021
10.9335	10.8919	0.6354115009307861	2	26.7368421053	11.3917888492	50.0	11.0	26.7368421053	11.3917888492	1016	3037
16.8158	16.7476	0.8196959495544434	3	32.1875	23.6067224271	111.0	11.0	32.1875	23.6067224271	1030	4067
12.8444	12.8138	0.9856605529785156	4	30.4117647059	15.0335265462	81.0	10.0	30.4117647059	15.0335265462	1034	5101
14.2109	14.1619	1.1515870094299316	5	32.15625	18.1970282172	89.0	9.0	32.15625	18.1970282172	1029	6130
14.2241	14.2037	1.3166983127593994	6	31.75	18.3115400772	94.0	11.0	31.75	18.3115400772	1016	7146
15.775	15.7223	1.4815585613250732	7	39.1153846154	18.5810634023	95.0	14.0	39.1153846154	18.5810634023	1017	8163
14.6613	14.6188	1.6498653888702393	8	36.6071428571	17.423996765	90.0	18.0	36.6071428571	17.423996765	1025	9188
14.5645	14.5331	1.8084280490875244	9	37.8888888889	16.0493067425	65.0	14.0	37.8888888889	16.0493067425	1023	10211
15.4228	15.4124	1.9700181484222412	10	38.2962962963	18.7059404603	106.0	13.0	38.2962962963	18.7059404603	1034	11245
21.4969	21.4639	2.1282479763031006	11	53.4736842105	27.1339143413	127.0	15.0	53.4736842105	27.1339143413	1016	12261
16.2459	16.1801	2.2928786277770996	12	45.5454545455	17.4087942059	90.0	16.0	45.5454545455	17.4087942059	1002	13263
18.5911	18.5691	2.4665639400482178	13	44.7391304348	24.917633692	109.0	16.0	44.7391304348	24.917633692	1029	14292
13.9578	13.9479	2.6543936729431152	14	40.8	11.1391202525	75.0	22.0	40.8	11.1391202525	1020	15312
21.1455	21.1284	2.8244829177856445	15	58.4444444444	21.6107540673	86.0	11.0	58.4444444444	21.6107540673	1052	16364
17.638	17.5958	2.99648118019104	16	48.7142857143	20.2134864389	94.0	16.0	48.7142857143	20.2134864389	1023	17387
17.6551	17.6558	3.190157413482666	17	50.55	16.8951916237	86.0	23.0	50.55	16.8951916237	1011	18398
21.5363	21.5246	3.3421614170074463	18	56.4444444444	27.0456860849	133.0	21.0	56.4444444444	27.0456860849	1016	19414
16.9374	16.9211	3.5083365440368652	19	47.6666666667	18.989554355	93.0	18.0	47.6666666667	18.989554355	1001	20415
18.5706	18.5468	3.7030229568481445	20	53.3	18.7245827724	88.0	21.0	53.3	18.7245827724	1066	21481
25.4961	25.4461	3.8961737155914307	21	60.1176470588	36.7517624274	181.0	20.0	60.1176470588	36.7517624274	1022	22503
20.3133	20.2794	4.0737621784210205	22	60.1764705882	20.3967566456	115.0	27.0	60.1764705882	20.3967566456	1023	23526
22.0193	21.9675	4.220988035202026	23	60.7647058824	28.8454898335	119.0	27.0	60.7647058824	28.8454898335	1033	24559
26.5857	26.5615	4.389446258544922	24	72.0666666667	33.495206954	153.0	30.0	72.0666666667	33.495206954	1081	25640
19.1411	19.1438	4.547380208969116	25	56.8888888889	19.2552702422	92.0	26.0	56.8888888889	19.2552702422	1024	26664
25.1685	25.1269	4.708313703536987	26	66.1875	35.9378260855	179.0	27.0	66.1875	35.9378260855	1059	27723
24.7373	24.7076	4.863954067230225	27	63.1176470588	34.7069790455	183.0	26.0	63.1176470588	34.7069790455	1073	28796
22.7799	22.7628	5.0425124168396	28	65.125	25.4678105655	127.0	24.0	65.125	25.4678105655	1042	29838
21.0858	21.0748	5.200563192367554	29	59.3333333333	25.540817006	130.0	26.0	59.3333333333	25.540817006	1068	30906
30.3421	30.3049	5.3673906326293945	30	81.0769230769	42.4526189071	164.0	14.0	81.0769230769	42.4526189071	1054	31960
21.1599	21.0975	5.530970573425293	31	64.6875	23.7873883339	103.0	27.0	64.6875	23.7873883339	1035	32995
23.8957	23.851	5.696545600891113	32	71.8571428571	24.0233729726	131.0	33.0	71.8571428571	24.0233729726	1006	34001
26.3474	26.3346	5.8964831829071045	33	74.5	33.7612415141	141.0	40.0	74.5	33.7612415141	1043	35044
31.3583	31.2941	6.06878399848938	34	89.1666666667	39.8472778939	177.0	37.0	89.1666666667	39.8472778939	1070	36114
34.1648	34.126	6.236175060272217	35	88.4166666667	50.2816373595	200.0	30.0	88.4166666667	50.2816373595	1061	37175
31.8418	31.7941	6.40204644203186	36	94.0909090909	38.9322361067	180.0	35.0	94.0909090909	38.9322361067	1035	38210
28.3594	28.3262	6.5683677196502686	37	94.6363636364	20.8687357603	125.0	68.0	94.6363636364	20.8687357603	1041	39251
33.0095	32.9668	6.731587886810303	38	101.8	35.7009803787	161.0	52.0	101.8	35.7009803787	1018	40269
40.2727	40.1795	6.930840253829956	39	122.333333333	49.1596040125	187.0	44.0	122.333333333	49.1596040125	1101	41370
49.7159	49.5764	7.102445363998413	40	147.142857143	59.8365119577	200.0	34.0	147.142857143	59.8365119577	1030	42400
49.5535	49.5434	7.287871360778809	41	166.857142857	34.9629541553	200.0	100.0	166.857142857	34.9629541553	1168	43568
47.1106	47.127	7.4801671504974365	42	150.0	47.7882232952	200.0	77.0	150.0	47.7882232952	1050	44618
51.7605	51.7183	7.70210599899292	43	164.857142857	51.2763620601	200.0	65.0	164.857142857	51.2763620601	1154	45772
46.644	46.6037	7.907654523849487	44	156.142857143	32.3084622768	200.0	95.0	156.142857143	32.3084622768	1093	46865
47.1264	47.0492	8.118441820144653	45	161.571428571	31.2814739462	200.0	118.0	161.571428571	31.2814739462	1131	47996
53.3452	53.1947	8.347957849502563	46	190.666666667	20.86996779	200.0	144.0	190.666666667	20.86996779	1144	49140
49.0658	49.0425	8.545831680297852	47	156.571428571	53.6146492318	200.0	41.0	156.571428571	53.6146492318	1096	50236
51.6406	51.6152	8.737729787826538	48	176.333333333	34.7211110933	200.0	113.0	176.333333333	34.7211110933	1058	51294
48.8018	48.7862	8.914379119873047	49	170.5	29.8426428678	200.0	132.0	170.5	29.8426428678	1023	52317
49.5816	49.582	9.118618249893188	50	164.714285714	41.9343510254	200.0	100.0	164.714285714	41.9343510254	1153	53470
51.5122	51.5127	9.303919315338135	51	175.833333333	34.236513971	200.0	124.0	175.833333333	34.236513971	1055	54525
54.1619	54.115	9.530855417251587	52	197.5	5.59016994375	200.0	185.0	197.5	5.59016994375	1185	55710
56.0542	56.0154	9.737329006195068	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	56910
54.4553	54.4371	9.917822122573853	54	187.5	18.5090068165	200.0	153.0	187.5	18.5090068165	1125	58035
55.1326	55.0583	10.123458623886108	55	200.0	0.0	200.0	200.0	200.0	0.0	1200	59235
53.3577	53.3568	10.331331729888916	56	191.833333333	18.2612218162	200.0	151.0	191.833333333	18.2612218162	1151	60386
51.3921	51.3744	10.505297422409058	57	170.333333333	39.1265752257	200.0	99.0	170.333333333	39.1265752257	1022	61408
54.9287	54.8643	10.730535745620728	58	200.0	0.0	200.0	200.0	200.0	0.0	1200	62608
56.0327	55.9281	10.960404872894287	59	200.0	0.0	200.0	200.0	200.0	0.0	1200	63808
54.5076	54.4799	11.150793313980103	60	193.5	10.1612007165	200.0	173.0	193.5	10.1612007165	1161	64969
53.403	53.4835	11.379695415496826	61	189.166666667	23.3410701459	200.0	137.0	189.166666667	23.3410701459	1135	66104
55.4326	55.3761	11.59194302558899	62	193.833333333	13.7890858612	200.0	163.0	193.833333333	13.7890858612	1163	67267
50.39	50.3277	11.797680139541626	63	161.428571429	53.6386245239	200.0	47.0	161.428571429	53.6386245239	1130	68397
53.3786	53.3721	12.028456211090088	64	184.833333333	23.3124906911	200.0	136.0	184.833333333	23.3124906911	1109	69506
55.0466	55.0121	12.258792161941528	65	196.666666667	7.453559925	200.0	180.0	196.666666667	7.453559925	1180	70686
52.9616	52.9853	12.455042600631714	66	186.5	14.8520481191	200.0	163.0	186.5	14.8520481191	1119	71805
52.0899	52.0338	12.637495994567871	67	183.666666667	28.1937739384	200.0	123.0	183.666666667	28.1937739384	1102	72907
56.5298	56.4277	12.839503765106201	68	197.666666667	5.2174919475	200.0	186.0	197.666666667	5.2174919475	1186	74093
56.7541	56.7178	13.041152715682983	69	196.5	5.88075958813	200.0	184.0	196.5	5.88075958813	1179	75272
55.2546	55.3051	13.244795560836792	70	194.0	13.416407865	200.0	164.0	194.0	13.416407865	1164	76436
57.0228	57.0226	13.463348627090454	71	200.0	0.0	200.0	200.0	200.0	0.0	1200	77636
56.4715	56.4176	13.674702644348145	72	200.0	0.0	200.0	200.0	200.0	0.0	1200	78836
56.9002	56.9154	13.896397829055786	73	200.0	0.0	200.0	200.0	200.0	0.0	1200	80036
56.8808	56.879	14.12882137298584	74	200.0	0.0	200.0	200.0	200.0	0.0	1200	81236
57.3246	57.268	14.36992621421814	75	200.0	0.0	200.0	200.0	200.0	0.0	1200	82436
54.9317	54.9197	14.572563886642456	76	196.0	7.68114574787	200.0	179.0	196.0	7.68114574787	1176	83612
57.926	57.9149	14.829394340515137	77	200.0	0.0	200.0	200.0	200.0	0.0	1200	84812
56.0765	55.9886	15.040518283843994	78	196.166666667	8.57159391375	200.0	177.0	196.166666667	8.57159391375	1177	85989
56.3322	56.2855	15.280124425888062	79	195.833333333	9.31694990625	200.0	175.0	195.833333333	9.31694990625	1175	87164
56.5325	56.5338	15.499995708465576	80	200.0	0.0	200.0	200.0	200.0	0.0	1200	88364
57.4929	57.4516	15.720858812332153	81	200.0	0.0	200.0	200.0	200.0	0.0	1200	89564
55.6464	55.6581	15.939196586608887	82	199.833333333	0.37267799625	200.0	199.0	199.833333333	0.37267799625	1199	90763
57.4216	57.4232	16.162705659866333	83	200.0	0.0	200.0	200.0	200.0	0.0	1200	91963
55.2176	55.1758	16.348647594451904	84	184.666666667	34.286375655	200.0	108.0	184.666666667	34.286375655	1108	93071
54.5917	54.5886	16.559412479400635	85	191.333333333	19.379255805	200.0	148.0	191.333333333	19.379255805	1148	94219
57.3461	57.337	16.75422215461731	86	199.666666667	0.7453559925	200.0	198.0	199.666666667	0.7453559925	1198	95417
57.3594	57.3453	16.94874382019043	87	200.0	0.0	200.0	200.0	200.0	0.0	1200	96617
57.114	57.0996	17.153265237808228	88	200.0	0.0	200.0	200.0	200.0	0.0	1200	97817
55.3501	55.2663	17.351194858551025	89	191.166666667	19.7519338012	200.0	147.0	191.166666667	19.7519338012	1147	98964
56.5457	56.572	17.58423948287964	90	200.0	0.0	200.0	200.0	200.0	0.0	1200	100164
57.7204	57.7148	17.819571256637573	91	200.0	0.0	200.0	200.0	200.0	0.0	1200	101364
57.0281	56.9912	18.031757354736328	92	200.0	0.0	200.0	200.0	200.0	0.0	1200	102564
57.551	57.4971	18.264945030212402	93	200.0	0.0	200.0	200.0	200.0	0.0	1200	103764
55.362	55.3592	18.483597993850708	94	190.166666667	21.9880017787	200.0	141.0	190.166666667	21.9880017787	1141	104905
56.5604	56.5651	18.705910205841064	95	197.833333333	4.84481395125	200.0	187.0	197.833333333	4.84481395125	1187	106092
56.6256	56.6048	18.919915676116943	96	200.0	0.0	200.0	200.0	200.0	0.0	1200	107292
56.5912	56.5844	19.130072116851807	97	200.0	0.0	200.0	200.0	200.0	0.0	1200	108492
54.4007	54.3855	19.34456729888916	98	189.166666667	24.2240697562	200.0	135.0	189.166666667	24.2240697562	1135	109627
55.9526	55.8848	19.547407150268555	99	193.666666667	14.1617638575	200.0	162.0	193.666666667	14.1617638575	1162	110789
